ticker,name,sector,industry,stock_types_str,price,total_score,score_valuation,score_profitability,score_cashflow,score_safety,pe,forward_pe,pb,roe,gross_margin,profit_margin,debt_equity,revenue_growth,dividend_yield,beta,market_cap
T,AT&T Inc.,Communication Services,Telecom Services,💰 价值股 | 🏰 护城河股 | 🏦 股息股,28.52,77,27,23,25,2,9.381579,11.196784,1.8158666,0.18805,0.59554,0.17472,124.179,0.036,3.97,0.608,202191110144
VZ,Verizon Communications Inc.,Communication Services,Telecom Services,💰 价值股 | 🏰 护城河股 | 🏦 股息股,49.68,72,22,23,25,2,12.236453,9.464191,2.005652,0.17069,0.59071,0.124280006,174.78,0.02,5.75,0.316,209500553216
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,311.49,70,8,30,17,15,28.841665,23.224274,9.06733,0.35705003,0.59652,0.32810003,16.133,0.18,0.27,1.086,3768094556160
BRK-B,Berkshire Hathaway Inc. New,Financial Services,Insurance - Diversified,🚀 成长股 | 💰 价值股,494.09,68,25,11,17,15,15.790668,20.50989,0.0010181663,0.1017,0.24361,0.18129,18.166,0.021,,0.702,1065917546496
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,🚀 成长股 | 🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,245.84,67,8,28,21,10,22.288305,19.601074,7.259412,0.35029998,0.68081003,0.28456,60.499,0.091,2.14,0.347,592449568768
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,637.25,65,8,30,17,10,27.151684,17.806995,7.4213614,0.30238,0.81999,0.30084,39.164,0.238,0.32,1.284,1611959238656
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,384.47,65,8,30,17,10,24.074514,20.39673,7.3072314,0.34390998,0.68586,0.39044,31.539,0.167,0.92,1.084,2857526362112
PG,Procter & Gamble Company (The),Consumer Defensive,Household & Personal Products,🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,165.17,65,8,26,21,10,24.46963,22.531334,7.3431735,0.31562,0.51189,0.19299999,68.719,0.015,2.63,0.38,386577956864
ABT,Abbott Laboratories,Healthcare,Medical Devices,🏦 股息股 | 🛡️ 防御股,115.29,60,6,18,21,15,30.908848,18.465132,3.8406956,0.12961,0.56664,0.14718,26.787,0.044,2.25,0.751,200657518592
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,🏰 护城河股 | 🔄 周期股,205.27,58,8,25,15,10,28.668995,22.0847,5.3586907,0.22286,0.50286,0.108339995,43.435,0.136,,1.385,2203557298176
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,🏦 股息股 | 🛡️ 防御股,282.34,58,15,13,25,5,21.357035,14.0987425,2.566984,0.12538,0.18526,0.02694,77.08,0.123,3.05,0.415,255754469376
KO,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,80.56,53,8,26,17,2,26.5,23.26226,10.772933,0.43323,0.61626,0.2734,139.793,0.024,2.58,0.364,346537623552
AAPL,Apple Inc.,Technology,Consumer Electronics,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,266.18,52,3,27,17,5,33.651073,28.62406,44.378124,1.5202099,0.47325,0.27037,102.63,0.157,0.39,1.107,3912293679104
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,🏦 股息股 | 🛡️ 防御股,125.81,45,0,18,17,10,46.084248,38.328312,10.067216,0.21847,0.24927,0.0307,63.19,0.056,0.8,0.671,1003064393728
JPM,JP Morgan Chase & Co.,Financial Services,Banks - Diversified,💰 价值股,297.67,42,22,13,0,7,14.876062,12.840389,2.34408,0.16134001,0.0,0.3391,,0.025,1.93,1.053,810335862784
