ticker,name,sector,industry,stock_types_str,price,total_score,score_valuation,score_profitability,score_cashflow,score_safety,pe,forward_pe,pb,roe,gross_margin,profit_margin,debt_equity,revenue_growth,dividend_yield,beta,market_cap
T,AT&T Inc.,Communication Services,Telecom Services,💰 价值股 | 🏰 护城河股 | 🏦 股息股,27.87,77,27,23,25,2,9.167764,10.941599,1.774481,0.18805,0.59554,0.17472,124.179,0.036,3.92,0.608,197582962688
VZ,Verizon Communications Inc.,Communication Services,Telecom Services,💰 价值股 | 🏰 护城河股 | 🏦 股息股,49.23,72,22,23,25,2,12.125616,9.378465,1.9874848,0.17069,0.59071,0.124280006,174.78,0.02,5.68,0.316,207636594688
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,312.9,70,8,30,17,15,28.918669,23.329401,9.108375,0.35705003,0.59652,0.32810003,16.133,0.18,0.27,1.086,3785151479808
BRK-B,Berkshire Hathaway Inc. New,Financial Services,Insurance - Diversified,🚀 成长股 | 💰 价值股,493.99,68,25,11,17,15,15.80768,20.505737,0.0010179603,0.1017,0.24361,0.18129,18.166,0.021,,0.702,1065701801984
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,🚀 成长股 | 🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,245.17,67,8,28,21,10,22.227562,19.547655,7.2396274,0.35029998,0.68081003,0.28456,60.499,0.091,2.11,0.347,590834958336
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,653.69,65,8,30,17,10,27.864025,18.258987,7.61282,0.30238,0.81999,0.30084,39.164,0.238,0.33,1.284,1653545107456
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,400.6,65,8,30,17,10,25.05316,21.25245,7.613798,0.34390998,0.68586,0.39044,31.539,0.167,0.94,1.084,2977410580480
PG,Procter & Gamble Company (The),Consumer Defensive,Household & Personal Products,🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,163.39,65,8,26,21,10,24.24184,22.288519,7.2640376,0.31562,0.51189,0.19299999,68.719,0.015,2.56,0.38,382411898880
ABT,Abbott Laboratories,Healthcare,Medical Devices,🏦 股息股 | 🛡️ 防御股,114.76,60,6,18,21,15,30.849463,18.380245,3.8230395,0.12961,0.56664,0.14718,26.787,0.044,2.2,0.751,199735083008
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,🏰 护城河股 | 🔄 周期股,210.64,58,8,25,15,10,29.377964,22.664255,5.4988775,0.22286,0.50286,0.108339995,43.435,0.136,,1.385,2261203812352
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,🏦 股息股 | 🛡️ 防御股,284.2,58,15,13,25,5,21.481483,14.191623,2.583895,0.12538,0.18526,0.02694,77.08,0.123,3.23,0.415,257439334400
KO,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,80.47,53,8,26,17,2,26.470396,23.236273,10.760899,0.43323,0.61626,0.2734,139.793,0.024,2.55,0.364,346150469632
AAPL,Apple Inc.,Technology,Consumer Electronics,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,274.23,52,3,27,17,5,34.756657,29.48973,45.72024,1.5202099,0.47325,0.27037,102.63,0.157,0.38,1.107,4030612373504
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,🏦 股息股 | 🛡️ 防御股,125.75,45,0,18,17,10,46.06227,38.24339,10.062415,0.21847,0.24927,0.0307,63.19,0.056,0.78,0.671,1002586046464
JPM,JP Morgan Chase & Co.,Financial Services,Banks - Diversified,💰 价值股,303.3,42,22,13,0,7,15.15742,12.910603,2.3884146,0.16134001,0.0,0.3391,,0.025,2.02,1.053,818009931776
