ticker,name,sector,industry,stock_types_str,price,total_score,score_valuation,score_profitability,score_cashflow,score_safety,pe,forward_pe,pb,roe,gross_margin,profit_margin,debt_equity,revenue_growth,dividend_yield,beta,market_cap
T,AT&T Inc.,Communication Services,Telecom Services,💰 价值股 | 🏰 护城河股 | 🏦 股息股,27.88,77,27,23,25,2,9.171053,10.945523,1.7751178,0.18805,0.59554,0.17472,124.179,0.036,3.98,0.608,197653839872
VZ,Verizon Communications Inc.,Communication Services,Telecom Services,💰 价值股 | 🏰 护城河股 | 🏦 股息股,48.64,77,27,23,25,2,11.980295,9.2660675,1.9636656,0.17069,0.59071,0.124280006,174.78,0.02,5.89,0.316,205114867712
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,302.85,70,8,30,17,15,28.041666,22.657509,8.815824,0.35705003,0.59652,0.32810003,16.133,0.18,0.28,1.086,3663576694784
BRK-B,Berkshire Hathaway Inc. New,Financial Services,Insurance - Diversified,🚀 成长股 | 💰 价值股,496.94,68,25,11,17,15,15.881751,20.628195,0.0010240393,0.1017,0.24361,0.18129,18.166,0.021,,0.702,1072065937408
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,🚀 成长股 | 🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,246.91,67,8,28,21,10,22.405626,19.684864,7.291008,0.35029998,0.68081003,0.28456,60.499,0.091,2.12,0.347,595028148224
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,644.78,65,8,30,17,10,27.46082,18.01741,7.509055,0.30238,0.81999,0.30084,39.164,0.238,0.33,1.284,1631006883840
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,398.46,65,8,30,17,10,24.93492,21.13892,7.5731254,0.34390998,0.68586,0.39044,31.539,0.167,0.91,1.084,2961505255424
PG,Procter & Gamble Company (The),Consumer Defensive,Household & Personal Products,🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,158.56,65,8,26,21,10,23.525223,21.624039,7.049304,0.31562,0.51189,0.19299999,68.719,0.015,2.69,0.38,371107364864
ABT,Abbott Laboratories,Healthcare,Medical Devices,🏦 股息股 | 🛡️ 防御股,112.19,60,6,18,21,15,30.158602,17.968628,3.8286183,0.13158,0.56714,0.14718,25.31,0.044,2.22,0.751,195262103552
AMZN,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,🏰 护城河股 | 🔄 周期股,204.86,58,8,25,15,10,28.571827,22.113297,5.347987,0.22286,0.50286,0.108339995,43.435,0.136,,1.385,2199155900416
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,🏦 股息股 | 🛡️ 防御股,289.93,58,15,13,25,5,21.914589,14.477751,2.6359909,0.12538,0.18526,0.02694,77.08,0.123,3.07,0.415,262629769216
KO,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,🏰 护城河股 | 🏦 股息股 | 🛡️ 防御股,78.91,53,8,26,17,2,25.95724,22.781864,10.552287,0.43323,0.61626,0.2734,132.726,0.024,2.57,0.364,339439976448
AAPL,Apple Inc.,Technology,Consumer Electronics,🚀 成长股 | 🏰 护城河股 | 🏦 股息股,260.58,52,3,27,17,5,32.98481,28.068216,43.444477,1.5202099,0.47325,0.27037,102.63,0.157,0.39,1.107,3829985181696
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,🚀 成长股 | 🏦 股息股 | 🛡️ 防御股,124.87,45,0,18,17,10,43.660843,37.568333,10.359218,0.23661,0.24906999,0.03259,66.747,0.058,0.74,0.671,995569958912
JPM,JP Morgan Chase & Co.,Financial Services,Banks - Diversified,💰 价值股,308.05,42,22,13,0,7,15.394802,13.278595,2.4258196,0.16134001,0.0,0.3391,,0.025,1.94,1.053,838592888832
